ask_cap,spread_cap,edge3,kill_switch_L,total_trades,wins,losses,total_pnl,win_rate,avg_pnl_per_trade,max_drawdown,sharpe_like,pnl_efficiency,bucket3_trades,bucket3_pnl,kill_activations,pnl_saved,delta_pnl,delta_trades
0.7,0.015,0.72,5,804,574,230,298.3667781493868,71.39303482587064,0.37110295789724723,76.91783067742216,0.6609699341183188,3.879032670599835,0,0.0,1,-196.5532464125814,316.6659743604017,771
0.7,0.015,0.74,5,804,574,230,298.3667781493868,71.39303482587064,0.37110295789724723,76.91783067742216,0.6609699341183188,3.879032670599835,0,0.0,1,-196.5532464125814,316.6659743604017,771
0.72,0.015,0.72,5,804,574,230,298.3667781493868,71.39303482587064,0.37110295789724723,76.91783067742216,0.6609699341183188,3.879032670599835,0,0.0,1,-196.5532464125814,316.6659743604017,771
0.72,0.015,0.74,5,804,574,230,298.3667781493868,71.39303482587064,0.37110295789724723,76.91783067742216,0.6609699341183188,3.879032670599835,0,0.0,1,-196.5532464125814,316.6659743604017,771
0.74,0.015,0.74,5,804,574,230,298.3667781493868,71.39303482587064,0.37110295789724723,76.91783067742216,0.6609699341183188,3.879032670599835,0,0.0,1,-196.5532464125814,316.6659743604017,771
0.7,0.025,0.7,5,815,581,234,297.8949439307495,71.28834355828221,0.3655152686266865,76.62979390600952,0.6610734225291183,3.8874558934105097,0,0.0,1,-179.39939429709247,316.1941401417644,782
0.7,0.025,0.72,5,815,581,234,297.8949439307495,71.28834355828221,0.3655152686266865,76.62979390600952,0.6610734225291183,3.8874558934105097,0,0.0,1,-179.39939429709247,316.1941401417644,782
0.7,0.025,0.74,5,815,581,234,297.8949439307495,71.28834355828221,0.3655152686266865,76.62979390600952,0.6610734225291183,3.8874558934105097,0,0.0,1,-179.39939429709247,316.1941401417644,782
0.72,0.025,0.72,5,815,581,234,297.8949439307495,71.28834355828221,0.3655152686266865,76.62979390600952,0.6610734225291183,3.8874558934105097,0,0.0,1,-179.39939429709247,316.1941401417644,782
0.72,0.025,0.74,5,815,581,234,297.8949439307495,71.28834355828221,0.3655152686266865,76.62979390600952,0.6610734225291183,3.8874558934105097,0,0.0,1,-179.39939429709247,316.1941401417644,782
0.74,0.025,0.74,5,815,581,234,297.8949439307495,71.28834355828221,0.3655152686266865,76.62979390600952,0.6610734225291183,3.8874558934105097,0,0.0,1,-179.39939429709247,316.1941401417644,782
0.68,0.015,0.66,5,777,553,224,297.8671328671327,71.17117117117117,0.3833553833553831,75.4257507198688,0.6515939884102543,3.949143760907479,0,0.0,1,-211.37666255313303,316.1663290781476,744
0.68,0.015,0.68,5,777,553,224,297.8671328671327,71.17117117117117,0.3833553833553831,75.4257507198688,0.6515939884102543,3.949143760907479,0,0.0,1,-211.37666255313303,316.1663290781476,744
0.68,0.015,0.7,5,777,553,224,297.8671328671327,71.17117117117117,0.3833553833553831,75.4257507198688,0.6515939884102543,3.949143760907479,0,0.0,1,-211.37666255313303,316.1663290781476,744
0.68,0.015,0.72,5,777,553,224,297.8671328671327,71.17117117117117,0.3833553833553831,75.4257507198688,0.6515939884102543,3.949143760907479,0,0.0,1,-211.37666255313303,316.1663290781476,744
0.68,0.015,0.74,5,777,553,224,297.8671328671327,71.17117117117117,0.3833553833553831,75.4257507198688,0.6515939884102543,3.949143760907479,0,0.0,1,-211.37666255313303,316.1663290781476,744
0.68,0.02,0.66,5,777,553,224,297.8671328671327,71.17117117117117,0.3833553833553831,75.4257507198688,0.6515939884102543,3.949143760907479,0,0.0,1,-211.37666255313303,316.1663290781476,744
0.68,0.02,0.68,5,777,553,224,297.8671328671327,71.17117117117117,0.3833553833553831,75.4257507198688,0.6515939884102543,3.949143760907479,0,0.0,1,-211.37666255313303,316.1663290781476,744
0.68,0.02,0.7,5,777,553,224,297.8671328671327,71.17117117117117,0.3833553833553831,75.4257507198688,0.6515939884102543,3.949143760907479,0,0.0,1,-211.37666255313303,316.1663290781476,744
0.68,0.02,0.72,5,777,553,224,297.8671328671327,71.17117117117117,0.3833553833553831,75.4257507198688,0.6515939884102543,3.949143760907479,0,0.0,1,-211.37666255313303,316.1663290781476,744
0.68,0.02,0.74,5,777,553,224,297.8671328671327,71.17117117117117,0.3833553833553831,75.4257507198688,0.6515939884102543,3.949143760907479,0,0.0,1,-211.37666255313303,316.1663290781476,744
0.7,0.03,0.7,5,815,581,234,297.45899880170975,71.28834355828221,0.3649803666278647,76.73635827088594,0.6608171963969798,3.8763762772225117,0,0.0,1,-179.29282993221608,315.7581950127247,782
0.7,0.03,0.72,5,815,581,234,297.45899880170975,71.28834355828221,0.3649803666278647,76.73635827088594,0.6608171963969798,3.8763762772225117,0,0.0,1,-179.29282993221608,315.7581950127247,782
0.7,0.03,0.74,5,815,581,234,297.45899880170975,71.28834355828221,0.3649803666278647,76.73635827088594,0.6608171963969798,3.8763762772225117,0,0.0,1,-179.29282993221608,315.7581950127247,782
0.72,0.03,0.72,5,815,581,234,297.45899880170975,71.28834355828221,0.3649803666278647,76.73635827088594,0.6608171963969798,3.8763762772225117,0,0.0,1,-179.29282993221608,315.7581950127247,782
0.72,0.03,0.74,5,815,581,234,297.45899880170975,71.28834355828221,0.3649803666278647,76.73635827088594,0.6608171963969798,3.8763762772225117,0,0.0,1,-179.29282993221608,315.7581950127247,782
0.74,0.03,0.74,5,815,581,234,297.45899880170975,71.28834355828221,0.3649803666278647,76.73635827088594,0.6608171963969798,3.8763762772225117,0,0.0,1,-179.29282993221608,315.7581950127247,782
0.7,0.02,0.7,5,807,576,231,296.03824990014243,71.37546468401487,0.3668379800497428,77.130959407175,0.6632153082101423,3.838124822710346,0,0.0,1,-197.0655303775508,314.33744611115736,774
0.7,0.02,0.72,5,807,576,231,296.03824990014243,71.37546468401487,0.3668379800497428,77.130959407175,0.6632153082101423,3.838124822710346,0,0.0,1,-197.0655303775508,314.33744611115736,774
0.7,0.02,0.74,5,807,576,231,296.03824990014243,71.37546468401487,0.3668379800497428,77.130959407175,0.6632153082101423,3.838124822710346,0,0.0,1,-197.0655303775508,314.33744611115736,774
0.72,0.02,0.72,5,807,576,231,296.03824990014243,71.37546468401487,0.3668379800497428,77.130959407175,0.6632153082101423,3.838124822710346,0,0.0,1,-197.0655303775508,314.33744611115736,774
0.72,0.02,0.74,5,807,576,231,296.03824990014243,71.37546468401487,0.3668379800497428,77.130959407175,0.6632153082101423,3.838124822710346,0,0.0,1,-197.0655303775508,314.33744611115736,774
0.74,0.02,0.74,5,807,576,231,296.03824990014243,71.37546468401487,0.3668379800497428,77.130959407175,0.6632153082101423,3.838124822710346,0,0.0,1,-197.0655303775508,314.33744611115736,774
0.72,0.015,0.7,5,867,623,244,295.2829685353729,71.85697808535178,0.3405801251849745,87.35652124092798,0.6281480819283896,3.380205213540806,210,-10.093896713615138,1,-189.2897165132495,313.58216474638783,834
0.72,0.02,0.7,5,867,623,244,294.9452645621731,71.85697808535178,0.3401906165653669,87.4630856058044,0.6275579864899694,3.3722256940658335,208,-14.17840375586864,1,-188.63163721517162,313.24446077318805,834
0.74,0.015,0.7,5,899,649,250,294.17544468167245,72.19132369299221,0.3272251887449082,87.39458457920364,0.6113798677245537,3.3660603354097782,248,-4.5432790498389934,1,-186.3329186599192,312.4746408926874,866
0.74,0.02,0.7,5,899,649,250,293.8377407084726,72.19132369299221,0.326849544725776,87.50114894408006,0.6107827240604876,3.358101513572781,246,-8.627786092092506,1,-185.67483936184132,312.13693691948754,866
0.72,0.015,0.66,5,867,623,244,293.19601580813344,71.85697808535178,0.3381730286137641,87.47462829187236,0.6242256148158198,3.35178350035213,235,30.997093673149948,1,-188.74548779910614,311.49521201914837,834
0.72,0.015,0.68,5,867,623,244,293.19601580813344,71.85697808535178,0.3381730286137641,87.47462829187236,0.6242256148158198,3.35178350035213,235,30.997093673149948,1,-188.74548779910614,311.49521201914837,834
0.74,0.02,0.72,5,899,649,250,292.68497070007066,72.19132369299221,0.3255672644049729,88.27022305388368,0.6079936344552795,3.315783744212406,207,32.2898926323584,1,-190.19428294171658,310.9841669110856,866
0.72,0.025,0.7,5,874,627,247,292.04206361621436,71.73913043478261,0.334144237547156,89.19954162803901,0.6143285321306685,3.274030990361208,215,-0.8607198748045022,1,-168.0625914136054,310.3412598272293,841
0.72,0.03,0.7,5,874,627,247,291.93549925133794,71.73913043478261,0.33402231035622193,89.30610599291543,0.6138252808410434,3.268931009874027,215,-0.8607198748045022,1,-168.0625914136054,310.2346954623529,841
0.74,0.015,0.66,5,899,649,250,291.6888720125595,72.19132369299221,0.3244592569661396,87.71110432856074,0.6064728963684394,3.325563784032519,273,36.14809139505269,1,-185.68808632404546,309.98806822357443,866
0.74,0.015,0.68,5,899,649,250,291.6888720125595,72.19132369299221,0.3244592569661396,87.71110432856074,0.6064728963684394,3.325563784032519,273,36.14809139505269,1,-185.68808632404546,309.98806822357443,866
0.72,0.02,0.66,5,867,623,244,291.5057845188243,71.85697808535178,0.3362235115557374,87.78518729808343,0.621975946176624,3.320671670141651,246,47.526268723451736,1,-188.61414093313155,309.80498072983926,834
0.72,0.02,0.68,5,867,623,244,291.5057845188243,71.85697808535178,0.3362235115557374,87.78518729808343,0.621975946176624,3.320671670141651,246,47.526268723451736,1,-188.61414093313155,309.80498072983926,834
0.74,0.025,0.72,5,906,653,253,290.89095602654083,72.07505518763797,0.3210716953935329,90.00142831117233,0.5970610135455204,3.232070440269125,211,25.155497963717146,1,-169.72015063228315,309.19015223755576,873
0.74,0.03,0.72,5,906,653,253,290.4550108975011,72.07505518763797,0.3205905197544162,90.10799267604875,0.5968054250105693,3.223410069090417,211,25.155497963717146,1,-169.72015063228315,308.754207108516,873
0.74,0.02,0.66,5,899,649,250,290.1021603919874,72.19132369299221,0.32269428297217734,88.0216633347718,0.6045951912503857,3.295804116864335,283,50.534409302497366,1,-185.55673945807087,308.40135660300234,866
0.74,0.02,0.68,5,899,649,250,290.1021603919874,72.19132369299221,0.32269428297217734,88.0216633347718,0.6045951912503857,3.295804116864335,283,50.534409302497366,1,-185.55673945807087,308.40135660300234,866
0.72,0.025,0.66,5,874,627,247,290.0803755098448,71.73913043478261,0.33189974314627557,89.51301668125672,0.6112711132585724,3.2406502011074023,245,43.90509725016756,1,-167.94449150983493,308.37957172085976,841
0.72,0.025,0.68,5,874,627,247,290.0803755098448,71.73913043478261,0.33189974314627557,89.51301668125672,0.6112711132585724,3.2406502011074023,245,43.90509725016756,1,-167.94449150983493,308.37957172085976,841
0.72,0.03,0.66,5,874,627,247,289.56848061104023,71.73913043478261,0.3313140510423801,89.61958104613313,0.6101773807304405,3.2310849619122872,246,45.74614352783357,1,-167.84097184109788,307.86767682205516,841
0.72,0.03,0.68,5,874,627,247,289.56848061104023,71.73913043478261,0.3313140510423801,89.61958104613313,0.6101773807304405,3.2310849619122872,246,45.74614352783357,1,-167.84097184109788,307.86767682205516,841
0.74,0.025,0.7,5,906,653,253,289.5223422005918,72.07505518763797,0.3195610841066135,89.53428656851844,0.5953971537828116,3.233647726438601,254,5.524077038643846,1,-166.00858644065872,307.82153841160675,873
0.74,0.03,0.7,5,906,653,253,289.41577783571546,72.07505518763797,0.31944346339482943,89.64085093339486,0.5949261654037076,3.228614798076357,254,5.524077038643846,1,-166.00858644065872,307.7149740467304,873
0.74,0.015,0.72,5,897,647,250,288.5411058879159,72.12931995540691,0.3216734736766063,88.16365868900726,0.5965317104140956,3.272789607175102,208,34.13920770085154,1,-191.09536891620058,306.8403020989308,864
0.74,0.025,0.66,5,906,653,253,287.6670898099661,72.07505518763797,0.3175133441611105,89.74424195299912,0.5929652230119323,3.2054099912128424,282,45.90357625617136,1,-165.8904865368883,305.96628602098104,873
0.74,0.025,0.68,5,906,653,253,287.6670898099661,72.07505518763797,0.3175133441611105,89.74424195299912,0.5929652230119323,3.2054099912128424,282,45.90357625617136,1,-165.8904865368883,305.96628602098104,873
